Date,AGG,BTC,ETH,EURUSD,GBPUSD,USDJPY,SP500
2023-08-01,90.75080871582031,29675.732421875,1871.7921142578125,1.0997591018676758,1.283400535583496,142.322998046875,4576.72998046875
2023-08-02,90.5351333618164,29151.958984375,1839.0897216796875,1.1007881164550781,1.2795741558074951,142.97000122070312,4513.39013671875
2023-08-03,89.92554473876953,29178.6796875,1835.136474609375,1.0944151878356934,1.2720379829406738,143.343994140625,4501.89013671875
2023-08-04,90.66642761230469,29074.091796875,1827.712890625,1.095158338546753,1.2716336250305176,142.59800720214844,4478.02978515625
2023-08-05,,29042.126953125,1834.9879150390625,,,,
2023-08-06,,29041.85546875,1827.4620361328125,,,,
2023-08-07,90.68517303466797,29180.578125,1826.9388427734375,1.1002674102783203,1.2747948169708252,141.87600708007812,4518.43994140625
2023-08-08,90.90087127685547,29765.4921875,1855.807373046875,1.100315809249878,1.2782002687454224,142.5240020751953,4499.3798828125
2023-08-09,90.96649932861328,29561.494140625,1854.297607421875,1.0958904027938843,1.2741613388061523,143.2779998779297,4467.7099609375
2023-08-10,90.37569427490234,29429.591796875,1850.75341796875,1.0977671146392822,1.2720056772232056,143.7270050048828,4468.830078125
2023-08-11,90.0943603515625,29397.71484375,1847.1243896484375,1.0981649160385132,1.2670094966888428,144.85400390625,4464.0498046875
2023-08-12,,29415.96484375,1848.889892578125,,,,
2023-08-13,,29282.9140625,1839.2801513671875,,,,
2023-08-14,90.02873229980469,29408.443359375,1844.185791015625,1.094439148902893,1.2695027589797974,144.81700134277344,4489.72021484375
2023-08-15,89.78488159179688,29170.34765625,1826.9327392578125,1.0909883975982666,1.2685203552246094,145.43699645996094,4437.85986328125
2023-08-16,89.56918334960938,28701.779296875,1805.6590576171875,1.0904173851013184,1.2701315879821777,145.60800170898438,4404.330078125
2023-08-17,89.47541046142578,26664.55078125,1684.9334716796875,1.0874884128570557,1.2728151082992554,146.33299255371094,4370.35986328125
2023-08-18,89.6723403930664,26049.556640625,1660.945068359375,1.0874648094177246,1.275022268295288,145.71400451660156,4369.7099609375
2023-08-19,,26096.205078125,1669.471923828125,,,,
2023-08-20,,26189.583984375,1684.85205078125,,,,
2023-08-21,89.22222137451172,26124.140625,1667.26904296875,1.087559461593628,1.2741937637329102,145.30499267578125,4399.77001953125
2023-08-22,89.31599426269531,26031.65625,1633.892578125,1.0898351669311523,1.2760798931121826,146.23800659179688,4387.5498046875
2023-08-23,90.16937255859375,26431.640625,1679.2744140625,1.0846692323684692,1.2731555700302124,145.76300048828125,4436.009765625
2023-08-24,89.96306610107422,26162.373046875,1659.944580078125,1.086578607559204,1.2720541954040527,144.67300415039062,4376.31005859375
2023-08-25,89.90679931640625,26047.66796875,1652.93505859375,1.07991361618042,1.2592872381210327,146.06700134277344,4405.7099609375
2023-08-26,,26008.462890625,1646.3067626953125,,,,
2023-08-27,,26089.693359375,1657.5130615234375,,,,
2023-08-28,90.1037368774414,26106.150390625,1652.4573974609375,1.0797386169433594,1.2589701414108276,146.531005859375,4433.31005859375
2023-08-29,90.68517303466797,27727.392578125,1729.7257080078125,1.0825556516647339,1.2611136436462402,146.46400451660156,4497.6298828125
2023-08-30,90.64765167236328,27297.265625,1705.1121826171875,1.0869210958480835,1.2636793851852417,145.98800659179688,4514.8701171875
2023-08-31,90.7789535522461,25931.47265625,1645.63916015625,1.0932546854019165,1.271179437637329,146.0989990234375,4507.66015625
2023-09-01,90.30879974365234,25800.724609375,1628.4912109375,1.0844104290008545,1.2672826051712036,145.47300720214844,4515.77001953125
2023-09-02,,25868.798828125,1637.025390625,,,,
2023-09-03,,25969.56640625,1636.11767578125,,,,
2023-09-04,,25812.416015625,1629.6552734375,1.07758629322052,1.2591445446014404,146.0570068359375,
2023-09-05,89.81980895996094,25779.982421875,1633.62939453125,1.0794472694396973,1.2623074054718018,146.54299926757812,4496.830078125
